Datettime,Max_Temp,Max Temp Flag,Min_Temp,Mean_Temp,Total_Rain_mm,Total_Snow_cm,Total_Precip_mm,Snow_on_Grnd_cm,Dir_of_Max_Gust,,
2017-05-28,25.9,,11.9,18.9,0,0,0,,14,,
2017-05-29,19.6,,12.7,16.2,8,0,8,,14,,
2017-05-30,18.9,,12.3,15.6,9,0,9,,15,,
2017-05-31,23.5,,12.4,18,1.6,0,1.6,,27,,
2017-06-01,18.6,,9.9,14.3,0,0,0,,27,,
2017-06-02,15.5,,7.7,11.6,5.2,0,5.2,,27,,
2017-06-03,17.8,,9.7,13.8,0,0,0,,26,,
2017-06-04,22.3,,9.2,15.8,0,0,0,,20,,
2017-06-05,15.9,,12,14,42.4,0,42.4,,7,,
2017-06-06,15.8,,9.3,12.6,11,0,11,,6,,
2017-06-07,24.8,,7.3,16.1,0,0,0,,22,,
2017-06-08,27.6,,14,20.8,0,0,0,,23,,
2017-06-09,25.6,,11.8,18.7,0,0,0,,26,,
2017-06-10,25.1,,9.2,17.2,0,0,0,,23,,
2017-06-11,29.6,,20,24.8,0,0,0,,24,,
2017-06-12,31.4,,20,25.7,2.2,0,2.2,,23,,
2017-06-13,26.4,,16.6,21.5,0,0,0,,1,,
2017-06-14,20.8,,12.6,16.7,0,0,0,,36,,
2017-06-15,24.1,,10.2,17.2,0.2,0,0.2,,12,,
2017-06-16,18.9,,14.8,16.9,25.4,0,25.4,,14,,
